"productkey","storekey","risk_profile","total_cash_frozen","total_lost_revenue","total_estimated_impact","impact_bucket","recommended_action"
1481,50,systematic_underforecast,442.302,594.484,1036.786,2,Prioritize earlier replenishment and protect high-margin SKUs
1475,470,systematic_overforecast,1036.546,0,1036.546,2,Reduce safety buffers and tighten replenishment thresholds
1610,300,mixed_or_stable,749.424,287.0901,1036.5141,2,No action – monitor only
493,585,systematic_underforecast,0,1036,1036,2,Prioritize earlier replenishment and protect high-margin SKUs
532,660,systematic_underforecast,0,1036,1036,2,Prioritize earlier replenishment and protect high-margin SKUs
2088,430,systematic_overforecast,1035.96,0,1035.96,2,Reduce safety buffers and tighten replenishment thresholds
928,999999,mixed_or_stable,242.62,793.3266,1035.9466,2,No action – monitor only
1411,360,systematic_overforecast,1035.216,0,1035.216,2,Reduce safety buffers and tighten replenishment thresholds
1101,50,systematic_overforecast,1035.045,0,1035.045,2,Reduce safety buffers and tighten replenishment thresholds
139,605,mixed_or_stable,1034.685,0,1034.685,2,No action – monitor only
58,90,mixed_or_stable,309.3717,724.9632,1034.3349,2,No action – monitor only
621,540,mixed_or_stable,283.48,750.60,1034.08,2,No action – monitor only
1610,630,systematic_underforecast,0,1033.52436,1033.52436,2,Prioritize earlier replenishment and protect high-margin SKUs
89,510,mixed_or_stable,318.016,715.362306,1033.378306,2,No action – monitor only
1491,470,mixed_or_stable,0,1033.248,1033.248,2,No action – monitor only
1474,72,systematic_overforecast,1033.02,0,1033.02,2,Reduce safety buffers and tighten replenishment thresholds
990,650,mixed_or_stable,112.385,920.260,1032.645,2,No action – monitor only
1605,360,systematic_underforecast,0,1032.3644,1032.3644,2,Prioritize earlier replenishment and protect high-margin SKUs
418,620,systematic_overforecast,1032.225,0,1032.225,2,Reduce safety buffers and tighten replenishment thresholds
1511,490,mixed_or_stable,442.302,589.904,1032.206,2,No action – monitor only
1501,570,systematic_overforecast,1032.038,0,1032.038,2,Reduce safety buffers and tighten replenishment thresholds
498,370,systematic_underforecast,0,1032,1032,2,Prioritize earlier replenishment and protect high-margin SKUs
1470,240,systematic_underforecast,0,1032,1032,2,Prioritize earlier replenishment and protect high-margin SKUs
442,530,systematic_overforecast,1032.0,0,1032.0,2,Reduce safety buffers and tighten replenishment thresholds
1464,660,systematic_underforecast,0,1032,1032,2,Prioritize earlier replenishment and protect high-margin SKUs
1490,510,systematic_underforecast,0,1032,1032,2,Prioritize earlier replenishment and protect high-margin SKUs
1622,440,mixed_or_stable,326.520,705.180,1031.700,2,No action – monitor only
1500,100,mixed_or_stable,644.546,387,1031.546,2,No action – monitor only
1517,100,mixed_or_stable,785.792,245.64,1031.432,2,No action – monitor only
1574,430,systematic_underforecast,212.443,818.8635,1031.3065,2,Prioritize earlier replenishment and protect high-margin SKUs
182,510,mixed_or_stable,363.888,667.233,1031.121,2,No action – monitor only
1549,540,systematic_overforecast,1031.040,0,1031.040,2,Reduce safety buffers and tighten replenishment thresholds
1609,590,mixed_or_stable,335.946,694.95327,1030.89927,2,No action – monitor only
1739,999999,mixed_or_stable,441.252,589.484,1030.736,2,No action – monitor only
1616,540,mixed_or_stable,267.342,763.21008,1030.55208,2,No action – monitor only
2513,540,systematic_overforecast,120.596,909.930,1030.526,2,Reduce safety buffers and tighten replenishment thresholds
567,510,systematic_underforecast,0,1030.5,1030.5,2,Prioritize earlier replenishment and protect high-margin SKUs
693,560,systematic_underforecast,0,1030.5,1030.5,2,Prioritize earlier replenishment and protect high-margin SKUs
1555,560,systematic_underforecast,0,1030.4,1030.4,2,Prioritize earlier replenishment and protect high-margin SKUs
732,500,systematic_overforecast,1030.12,0,1030.12,2,Reduce safety buffers and tighten replenishment thresholds
732,200,systematic_overforecast,1030.12,0,1030.12,2,Reduce safety buffers and tighten replenishment thresholds
1441,390,systematic_overforecast,1030.064,0,1030.064,2,Reduce safety buffers and tighten replenishment thresholds
2089,255,systematic_underforecast,0,1030.0,1030.0,2,Prioritize earlier replenishment and protect high-margin SKUs
425,330,systematic_underforecast,0,1029.510,1029.510,2,Prioritize earlier replenishment and protect high-margin SKUs
446,390,mixed_or_stable,448.56,580.668,1029.228,2,No action – monitor only
2129,270,systematic_overforecast,1029.1500,0,1029.1500,2,Reduce safety buffers and tighten replenishment thresholds
2165,80,systematic_overforecast,1029.15,0,1029.15,2,Reduce safety buffers and tighten replenishment thresholds
1651,660,mixed_or_stable,308.994,719.955,1028.949,2,No action – monitor only
1622,230,mixed_or_stable,0,1028.862,1028.862,2,No action – monitor only
546,400,systematic_underforecast,0,1028.56,1028.56,2,Prioritize earlier replenishment and protect high-margin SKUs
445,255,systematic_overforecast,1028.24,0,1028.24,2,Reduce safety buffers and tighten replenishment thresholds
439,290,systematic_overforecast,1028.24,0,1028.24,2,Reduce safety buffers and tighten replenishment thresholds
1623,72,mixed_or_stable,326.520,701.676,1028.196,2,No action – monitor only
1024,400,systematic_underforecast,0,1027.95,1027.95,2,Prioritize earlier replenishment and protect high-margin SKUs
1043,74,mixed_or_stable,198.978,828.828,1027.806,2,No action – monitor only
1601,220,systematic_underforecast,294.28,733.23417,1027.51417,2,Prioritize earlier replenishment and protect high-margin SKUs
84,620,systematic_underforecast,75.4072,951.664824,1027.072024,2,Prioritize earlier replenishment and protect high-margin SKUs
1418,210,systematic_overforecast,754.544,272.49,1027.034,2,Reduce safety buffers and tighten replenishment thresholds
1130,560,systematic_overforecast,1026.9,0,1026.9,2,Reduce safety buffers and tighten replenishment thresholds
1626,390,mixed_or_stable,536.944,489.684,1026.628,2,No action – monitor only
155,10,systematic_overforecast,1026.570,0,1026.570,2,Reduce safety buffers and tighten replenishment thresholds
155,605,systematic_overforecast,1026.570,0,1026.570,2,Reduce safety buffers and tighten replenishment thresholds
522,300,systematic_overforecast,1026.4,0,1026.4,2,Reduce safety buffers and tighten replenishment thresholds
670,35,systematic_underforecast,0,1026.06,1026.06,2,Prioritize earlier replenishment and protect high-margin SKUs
690,80,systematic_underforecast,0,1026,1026,2,Prioritize earlier replenishment and protect high-margin SKUs
143,465,systematic_underforecast,0,1025.9658,1025.9658,2,Prioritize earlier replenishment and protect high-margin SKUs
1657,420,systematic_underforecast,0,1025.943,1025.943,2,Prioritize earlier replenishment and protect high-margin SKUs
446,570,mixed_or_stable,448.56,577.36875,1025.92875,2,No action – monitor only
560,440,systematic_overforecast,349.48,676.4,1025.88,2,Reduce safety buffers and tighten replenishment thresholds
24,650,mixed_or_stable,226.1478,799.6,1025.7478,2,No action – monitor only
4,999999,mixed_or_stable,353.32,672.405924,1025.725924,2,No action – monitor only
92,530,mixed_or_stable,285.2206,740.410636,1025.631236,2,No action – monitor only
1516,450,mixed_or_stable,0,1025.28,1025.28,2,No action – monitor only
1575,550,mixed_or_stable,378.675,646.494,1025.169,2,No action – monitor only
1547,450,systematic_underforecast,0,1024.59,1024.59,2,Prioritize earlier replenishment and protect high-margin SKUs
65,560,mixed_or_stable,416.2000,608.16,1024.3600,2,No action – monitor only
1765,410,systematic_underforecast,0,1023.948,1023.948,2,Prioritize earlier replenishment and protect high-margin SKUs
1151,100,systematic_underforecast,0,1023.36,1023.36,2,Prioritize earlier replenishment and protect high-margin SKUs
57,500,systematic_underforecast,0,1023.36,1023.36,2,Prioritize earlier replenishment and protect high-margin SKUs
1656,390,mixed_or_stable,191.282,831.948,1023.230,2,No action – monitor only
63,650,mixed_or_stable,449.496,573.408,1022.904,2,No action – monitor only
171,190,mixed_or_stable,364.24,658.35,1022.59,2,No action – monitor only
364,500,systematic_underforecast,0,1022.47650,1022.47650,2,Prioritize earlier replenishment and protect high-margin SKUs
337,590,mixed_or_stable,726.24,296.1,1022.34,2,No action – monitor only
297,500,systematic_underforecast,0,1022.20,1022.20,2,Prioritize earlier replenishment and protect high-margin SKUs
343,590,systematic_underforecast,0,1022.07,1022.07,2,Prioritize earlier replenishment and protect high-margin SKUs
2089,50,mixed_or_stable,590.760,431.0550,1021.8150,2,No action – monitor only
731,74,systematic_underforecast,0,1021.68,1021.68,2,Prioritize earlier replenishment and protect high-margin SKUs
1464,330,systematic_underforecast,0,1021.68,1021.68,2,Prioritize earlier replenishment and protect high-margin SKUs
108,74,systematic_underforecast,305.80,715.75218,1021.55218,2,Prioritize earlier replenishment and protect high-margin SKUs
1581,500,mixed_or_stable,471.640,549.909,1021.549,2,No action – monitor only
459,430,systematic_overforecast,481.6,539.8,1021.4,2,Reduce safety buffers and tighten replenishment thresholds
1580,100,mixed_or_stable,188.656,832.2,1020.856,2,No action – monitor only
1457,240,mixed_or_stable,347.64,672.84,1020.48,2,No action – monitor only
959,999999,systematic_overforecast,1020.404,0,1020.404,2,Reduce safety buffers and tighten replenishment thresholds
821,999999,mixed_or_stable,336.875,683.5140,1020.3890,2,No action – monitor only
1821,999999,mixed_or_stable,256.067,763.968,1020.035,2,No action – monitor only
682,220,systematic_underforecast,0,1020,1020,2,Prioritize earlier replenishment and protect high-margin SKUs
437,400,systematic_overforecast,1019.44,0,1019.44,2,Reduce safety buffers and tighten replenishment thresholds
420,320,systematic_overforecast,1019.44,0,1019.44,2,Reduce safety buffers and tighten replenishment thresholds
437,200,systematic_overforecast,1019.44,0,1019.44,2,Reduce safety buffers and tighten replenishment thresholds
432,570,mixed_or_stable,1019.44,0,1019.44,2,No action – monitor only
432,300,systematic_overforecast,1019.44,0,1019.44,2,Reduce safety buffers and tighten replenishment thresholds
965,650,systematic_underforecast,0,1019.187,1019.187,2,Prioritize earlier replenishment and protect high-margin SKUs
436,530,systematic_underforecast,0,1018.44,1018.44,2,Prioritize earlier replenishment and protect high-margin SKUs
1476,660,mixed_or_stable,211.904,806.4,1018.304,2,No action – monitor only
1417,650,systematic_overforecast,320.424,697.872,1018.296,2,Reduce safety buffers and tighten replenishment thresholds
1423,440,systematic_overforecast,851.718,166.32,1018.038,2,Reduce safety buffers and tighten replenishment thresholds
754,999999,systematic_underforecast,121.92,895.8040,1017.7240,2,Prioritize earlier replenishment and protect high-margin SKUs
435,540,mixed_or_stable,137.63,880.037,1017.667,2,No action – monitor only
544,360,systematic_overforecast,1017.6,0,1017.6,2,Reduce safety buffers and tighten replenishment thresholds
556,450,systematic_overforecast,1017.6,0,1017.6,2,Reduce safety buffers and tighten replenishment thresholds
627,260,systematic_overforecast,1017.6,0,1017.6,2,Reduce safety buffers and tighten replenishment thresholds
1642,40,systematic_underforecast,311.454,706.136,1017.590,2,Prioritize earlier replenishment and protect high-margin SKUs
451,440,mixed_or_stable,0,1017.38,1017.38,2,No action – monitor only
1657,530,systematic_underforecast,248.31,768.91728,1017.22728,2,Prioritize earlier replenishment and protect high-margin SKUs
1530,570,systematic_underforecast,0,1016.652,1016.652,2,Prioritize earlier replenishment and protect high-margin SKUs
55,480,systematic_underforecast,264.789,751.84,1016.629,2,Prioritize earlier replenishment and protect high-margin SKUs
1654,360,mixed_or_stable,155.052,861.08688,1016.13888,2,No action – monitor only
1420,670,systematic_overforecast,219.624,796,1015.624,2,Reduce safety buffers and tighten replenishment thresholds
2155,530,systematic_underforecast,0,1015.49,1015.49,2,Prioritize earlier replenishment and protect high-margin SKUs
669,550,systematic_underforecast,0,1015.2,1015.2,2,Prioritize earlier replenishment and protect high-margin SKUs
1643,420,mixed_or_stable,191.664,823.28512,1014.94912,2,No action – monitor only
197,40,systematic_underforecast,0,1014.26180,1014.26180,2,Prioritize earlier replenishment and protect high-margin SKUs
2104,370,systematic_overforecast,380.712,633.45,1014.162,2,Reduce safety buffers and tighten replenishment thresholds
172,650,mixed_or_stable,0,1014,1014,2,No action – monitor only
1614,260,systematic_underforecast,0,1013.961,1013.961,2,Prioritize earlier replenishment and protect high-margin SKUs
1506,510,systematic_underforecast,0,1013.76,1013.76,2,Prioritize earlier replenishment and protect high-margin SKUs
1506,35,systematic_underforecast,0,1013.76,1013.76,2,Prioritize earlier replenishment and protect high-margin SKUs
1469,74,mixed_or_stable,827.73,186,1013.73,2,No action – monitor only
157,670,mixed_or_stable,0,1013.640785,1013.640785,2,No action – monitor only
1446,620,mixed_or_stable,611.34,402.288,1013.628,2,No action – monitor only
1421,35,mixed_or_stable,746.816,266.8,1013.616,2,No action – monitor only
1626,660,mixed_or_stable,224.936,788.4,1013.336,2,No action – monitor only
1537,370,systematic_underforecast,0,1012.736,1012.736,2,Prioritize earlier replenishment and protect high-margin SKUs
531,670,systematic_overforecast,1012.365,0,1012.365,2,Reduce safety buffers and tighten replenishment thresholds
1577,290,mixed_or_stable,282.984,729.27,1012.254,2,No action – monitor only
372,255,systematic_underforecast,0,1011.93,1011.93,2,Prioritize earlier replenishment and protect high-margin SKUs
394,420,systematic_underforecast,0,1011.93,1011.93,2,Prioritize earlier replenishment and protect high-margin SKUs
160,550,systematic_overforecast,1011.70,0,1011.70,2,Reduce safety buffers and tighten replenishment thresholds
157,650,systematic_overforecast,1011.70,0,1011.70,2,Reduce safety buffers and tighten replenishment thresholds
160,100,systematic_overforecast,1011.70,0,1011.70,2,Reduce safety buffers and tighten replenishment thresholds
157,490,systematic_overforecast,1011.70,0,1011.70,2,Reduce safety buffers and tighten replenishment thresholds
160,50,systematic_overforecast,1011.70,0,1011.70,2,Reduce safety buffers and tighten replenishment thresholds
160,380,systematic_overforecast,1011.70,0,1011.70,2,Reduce safety buffers and tighten replenishment thresholds
160,400,systematic_overforecast,1011.70,0,1011.70,2,Reduce safety buffers and tighten replenishment thresholds
329,50,systematic_underforecast,0,1011.44,1011.44,2,Prioritize earlier replenishment and protect high-margin SKUs
2102,610,mixed_or_stable,298.275,711.9,1010.175,2,No action – monitor only
579,605,systematic_underforecast,0,1009.890,1009.890,2,Prioritize earlier replenishment and protect high-margin SKUs
1485,560,mixed_or_stable,169.232,840.42,1009.652,2,No action – monitor only
426,605,mixed_or_stable,509.72,499.9,1009.62,2,No action – monitor only
457,230,systematic_overforecast,1009.26,0,1009.26,2,Reduce safety buffers and tighten replenishment thresholds
440,380,mixed_or_stable,1009.26,0,1009.26,2,No action – monitor only
1421,480,systematic_underforecast,0,1009.2,1009.2,2,Prioritize earlier replenishment and protect high-margin SKUs
1660,80,mixed_or_stable,0,1009.1652,1009.1652,2,No action – monitor only
1514,440,mixed_or_stable,459.12,549.12,1008.24,2,No action – monitor only
1079,465,systematic_underforecast,0,1008.128,1008.128,2,Prioritize earlier replenishment and protect high-margin SKUs
2104,440,systematic_underforecast,0,1008.1125,1008.1125,2,Prioritize earlier replenishment and protect high-margin SKUs
65,610,systematic_underforecast,332.96,675.0938,1008.0538,2,Prioritize earlier replenishment and protect high-margin SKUs
54,560,mixed_or_stable,264.789,743.256,1008.045,2,No action – monitor only
918,605,mixed_or_stable,266.895,741.06,1007.955,2,No action – monitor only
1651,50,mixed_or_stable,367.85,639.96,1007.81,2,No action – monitor only
1613,650,systematic_underforecast,241.144,766.6303,1007.7743,2,Prioritize earlier replenishment and protect high-margin SKUs
1094,330,systematic_overforecast,1007.688,0,1007.688,2,Reduce safety buffers and tighten replenishment thresholds
1558,60,systematic_overforecast,1007.20,0,1007.20,2,Reduce safety buffers and tighten replenishment thresholds
1540,430,systematic_overforecast,1007.2,0,1007.2,2,Reduce safety buffers and tighten replenishment thresholds
83,480,systematic_overforecast,372.438,634.616532,1007.054532,2,Reduce safety buffers and tighten replenishment thresholds
47,400,mixed_or_stable,62.689,944.32512,1007.01412,2,No action – monitor only
2477,999999,systematic_overforecast,637.362,369.6,1006.962,2,Reduce safety buffers and tighten replenishment thresholds
2136,560,systematic_overforecast,1006.8288,0,1006.8288,2,Reduce safety buffers and tighten replenishment thresholds
1536,440,mixed_or_stable,219.264,786.72,1005.984,2,No action – monitor only
100,370,mixed_or_stable,316.7332,688.8,1005.5332,2,No action – monitor only
420,270,mixed_or_stable,254.86,749.85,1004.71,2,No action – monitor only
512,450,systematic_overforecast,230.195,774,1004.195,2,Reduce safety buffers and tighten replenishment thresholds
459,260,systematic_underforecast,0,1004.028,1004.028,2,Prioritize earlier replenishment and protect high-margin SKUs
607,560,systematic_underforecast,0,1004,1004,2,Prioritize earlier replenishment and protect high-margin SKUs
2099,570,mixed_or_stable,107.6496,896.100,1003.7496,2,No action – monitor only
312,370,systematic_overforecast,1003.5800,0,1003.5800,2,Reduce safety buffers and tighten replenishment thresholds
185,500,mixed_or_stable,50.391,953.16,1003.551,2,No action – monitor only
131,610,systematic_underforecast,0,1003.2,1003.2,2,Prioritize earlier replenishment and protect high-margin SKUs
142,560,mixed_or_stable,0,1003.16656,1003.16656,2,No action – monitor only
1456,440,mixed_or_stable,193.788,809.088,1002.876,2,No action – monitor only
1565,450,mixed_or_stable,492.534,510,1002.534,2,No action – monitor only
651,530,systematic_underforecast,0,1002.24,1002.24,2,Prioritize earlier replenishment and protect high-margin SKUs
1429,310,mixed_or_stable,265.8,736.372,1002.172,2,No action – monitor only
1734,999999,mixed_or_stable,414.120,587.944,1002.064,2,No action – monitor only
1527,440,mixed_or_stable,0,1001.784,1001.784,2,No action – monitor only
1525,585,systematic_underforecast,0,1001.784,1001.784,2,Prioritize earlier replenishment and protect high-margin SKUs
1525,300,systematic_underforecast,0,1001.784,1001.784,2,Prioritize earlier replenishment and protect high-margin SKUs
2082,605,systematic_underforecast,0,1001.62845,1001.62845,2,Prioritize earlier replenishment and protect high-margin SKUs
1656,400,mixed_or_stable,147.14,854.3466,1001.4866,2,No action – monitor only
1291,160,systematic_underforecast,0,1000.6815,1000.6815,2,Prioritize earlier replenishment and protect high-margin SKUs
1513,210,systematic_underforecast,0,1000.68,1000.68,2,Prioritize earlier replenishment and protect high-margin SKUs
446,240,mixed_or_stable,560.70,439.9,1000.60,2,No action – monitor only
62,550,mixed_or_stable,149.832,850.338,1000.170,2,No action – monitor only
324,585,systematic_underforecast,0,1000,1000,2,Prioritize earlier replenishment and protect high-margin SKUs
1424,430,systematic_underforecast,0,1000,1000,2,Prioritize earlier replenishment and protect high-margin SKUs
1469,310,systematic_underforecast,0,1000,1000,2,Prioritize earlier replenishment and protect high-margin SKUs
111,300,systematic_underforecast,0,999.96,999.96,2,Prioritize earlier replenishment and protect high-margin SKUs
964,240,systematic_overforecast,999.232,0,999.232,2,Reduce safety buffers and tighten replenishment thresholds
1652,440,mixed_or_stable,397.296,601.88656,999.18256,2,No action – monitor only
1458,610,systematic_overforecast,423.062,576,999.062,2,Reduce safety buffers and tighten replenishment thresholds
578,490,systematic_underforecast,0,999,999,2,Prioritize earlier replenishment and protect high-margin SKUs
496,630,mixed_or_stable,0,998.82,998.82,2,No action – monitor only
1573,80,mixed_or_stable,455.784,542.7080,998.4920,2,No action – monitor only
1504,390,systematic_underforecast,0,998.4,998.4,2,Prioritize earlier replenishment and protect high-margin SKUs
171,370,mixed_or_stable,377.899,620.136,998.035,2,No action – monitor only
568,560,systematic_underforecast,0,998,998,2,Prioritize earlier replenishment and protect high-margin SKUs
627,450,systematic_underforecast,0,998,998,2,Prioritize earlier replenishment and protect high-margin SKUs
309,440,systematic_underforecast,0,998,998,2,Prioritize earlier replenishment and protect high-margin SKUs
1489,490,systematic_overforecast,997.92,0,997.92,2,Reduce safety buffers and tighten replenishment thresholds
1521,80,systematic_overforecast,997.92,0,997.92,2,Reduce safety buffers and tighten replenishment thresholds
49,80,mixed_or_stable,301.596,695.82600,997.42200,2,No action – monitor only
135,400,mixed_or_stable,0,997.3575,997.3575,2,No action – monitor only
114,450,systematic_underforecast,0,997.310106,997.310106,2,Prioritize earlier replenishment and protect high-margin SKUs
367,300,systematic_overforecast,997.2,0,997.2,2,Reduce safety buffers and tighten replenishment thresholds
358,490,systematic_overforecast,997.2,0,997.2,2,Reduce safety buffers and tighten replenishment thresholds
379,360,systematic_overforecast,997.2,0,997.2,2,Reduce safety buffers and tighten replenishment thresholds
415,530,systematic_overforecast,997.2,0,997.2,2,Reduce safety buffers and tighten replenishment thresholds
367,400,systematic_overforecast,997.2,0,997.2,2,Reduce safety buffers and tighten replenishment thresholds
409,620,systematic_overforecast,997.2,0,997.2,2,Reduce safety buffers and tighten replenishment thresholds
1445,220,systematic_underforecast,0,996.96,996.96,2,Prioritize earlier replenishment and protect high-margin SKUs
1654,420,mixed_or_stable,551.296,444.58290,995.87890,2,No action – monitor only
1410,80,systematic_underforecast,105.77,890.1,995.87,2,Prioritize earlier replenishment and protect high-margin SKUs
1617,650,mixed_or_stable,365.379,629.94537,995.32437,2,No action – monitor only
2316,999999,mixed_or_stable,326.08,669.1815,995.2615,2,No action – monitor only
1420,74,systematic_underforecast,0,995,995,2,Prioritize earlier replenishment and protect high-margin SKUs
443,35,systematic_underforecast,0,994.65,994.65,2,Prioritize earlier replenishment and protect high-margin SKUs
90,670,systematic_overforecast,379.6316,614.9590,994.5906,2,Reduce safety buffers and tighten replenishment thresholds
1163,290,systematic_underforecast,0,994.5,994.5,2,Prioritize earlier replenishment and protect high-margin SKUs
1231,160,systematic_overforecast,993.96,0,993.96,2,Reduce safety buffers and tighten replenishment thresholds
559,450,systematic_underforecast,0,993.96,993.96,2,Prioritize earlier replenishment and protect high-margin SKUs
1225,490,systematic_overforecast,993.96,0,993.96,2,Reduce safety buffers and tighten replenishment thresholds
1152,480,systematic_overforecast,993.96,0,993.96,2,Reduce safety buffers and tighten replenishment thresholds
1562,610,systematic_underforecast,0,993.888,993.888,2,Prioritize earlier replenishment and protect high-margin SKUs
1548,500,mixed_or_stable,195.712,798,993.712,2,No action – monitor only
1512,80,systematic_overforecast,637.478,355.632,993.110,2,Reduce safety buffers and tighten replenishment thresholds
334,540,systematic_overforecast,992.97,0,992.97,2,Reduce safety buffers and tighten replenishment thresholds
895,999999,mixed_or_stable,266.00,726.9366,992.9366,2,No action – monitor only
960,610,systematic_underforecast,0,992.784,992.784,2,Prioritize earlier replenishment and protect high-margin SKUs
2189,550,mixed_or_stable,340.710,652,992.710,2,No action – monitor only
2111,90,systematic_overforecast,992.6838,0,992.6838,2,Reduce safety buffers and tighten replenishment thresholds
2091,100,mixed_or_stable,992.6838,0,992.6838,2,No action – monitor only
1473,450,systematic_underforecast,0,992.61,992.61,2,Prioritize earlier replenishment and protect high-margin SKUs
2094,290,systematic_underforecast,0,992.405,992.405,2,Prioritize earlier replenishment and protect high-margin SKUs
355,470,systematic_underforecast,0,992.355,992.355,2,Prioritize earlier replenishment and protect high-margin SKUs
1544,500,mixed_or_stable,306.46,685.44,991.90,2,No action – monitor only
151,605,systematic_underforecast,0,991.81989,991.81989,2,Prioritize earlier replenishment and protect high-margin SKUs
1465,270,systematic_underforecast,0,991.816,991.816,2,Prioritize earlier replenishment and protect high-margin SKUs
447,40,systematic_overforecast,761.865,229.9,991.765,2,Reduce safety buffers and tighten replenishment thresholds
1610,390,systematic_overforecast,701.384,289.99,991.374,2,Reduce safety buffers and tighten replenishment thresholds
1312,660,mixed_or_stable,735.306,255.84,991.146,2,No action – monitor only
1619,450,mixed_or_stable,358.67,632.41458,991.08458,2,No action – monitor only
1553,255,systematic_underforecast,0,990.528,990.528,2,Prioritize earlier replenishment and protect high-margin SKUs
722,380,mixed_or_stable,303.48,687.0,990.48,2,No action – monitor only
158,300,systematic_underforecast,0,989.991,989.991,2,Prioritize earlier replenishment and protect high-margin SKUs
160,570,systematic_underforecast,0,989.991,989.991,2,Prioritize earlier replenishment and protect high-margin SKUs
1166,999999,mixed_or_stable,336.48,653.070,989.550,2,No action – monitor only
1614,470,systematic_underforecast,223.964,765.41056,989.37456,2,Prioritize earlier replenishment and protect high-margin SKUs
372,650,systematic_underforecast,0,989.19,989.19,2,Prioritize earlier replenishment and protect high-margin SKUs
1472,570,systematic_overforecast,989.190,0,989.190,2,Reduce safety buffers and tighten replenishment thresholds
2101,430,mixed_or_stable,363.177,626.0085,989.1855,2,No action – monitor only
685,440,systematic_underforecast,435.96,553,988.96,2,Prioritize earlier replenishment and protect high-margin SKUs
1431,430,mixed_or_stable,988.932,0,988.932,2,No action – monitor only
1097,590,systematic_underforecast,0,988.32,988.32,2,Prioritize earlier replenishment and protect high-margin SKUs
2303,999999,systematic_underforecast,420.903,567.147,988.050,2,Prioritize earlier replenishment and protect high-margin SKUs
132,590,mixed_or_stable,611.82,376.2,988.02,2,No action – monitor only
1602,650,mixed_or_stable,463.512,524.49086,988.00286,2,No action – monitor only
1433,660,mixed_or_stable,679.872,308,987.872,2,No action – monitor only
468,430,systematic_overforecast,987.84,0,987.84,2,Reduce safety buffers and tighten replenishment thresholds
973,420,systematic_underforecast,0,987.4,987.4,2,Prioritize earlier replenishment and protect high-margin SKUs
1652,620,mixed_or_stable,753.207,233.987,987.194,2,No action – monitor only
1409,35,mixed_or_stable,195.15,791.616,986.766,2,No action – monitor only
133,300,mixed_or_stable,321.86,664.9050,986.7650,2,No action – monitor only
1411,370,systematic_underforecast,0,986.24,986.24,2,Prioritize earlier replenishment and protect high-margin SKUs
1965,440,systematic_underforecast,0,986,986,2,Prioritize earlier replenishment and protect high-margin SKUs
1414,660,systematic_overforecast,729.926,256,985.926,2,Reduce safety buffers and tighten replenishment thresholds
1462,380,mixed_or_stable,985.920,0,985.920,2,No action – monitor only
1563,630,systematic_overforecast,985.920,0,985.920,2,Reduce safety buffers and tighten replenishment thresholds
1462,310,systematic_overforecast,985.920,0,985.920,2,Reduce safety buffers and tighten replenishment thresholds
1428,605,systematic_overforecast,985.920,0,985.920,2,Reduce safety buffers and tighten replenishment thresholds
1545,100,mixed_or_stable,985.920,0,985.920,2,No action – monitor only
1445,310,systematic_overforecast,985.92,0,985.92,2,Reduce safety buffers and tighten replenishment thresholds
1656,440,mixed_or_stable,0,985.5384,985.5384,2,No action – monitor only
675,74,systematic_underforecast,0,985.5,985.5,2,Prioritize earlier replenishment and protect high-margin SKUs
425,585,systematic_underforecast,0,985.230,985.230,2,Prioritize earlier replenishment and protect high-margin SKUs
1529,60,systematic_overforecast,985.068,0,985.068,2,Reduce safety buffers and tighten replenishment thresholds
1565,230,mixed_or_stable,985.068,0,985.068,2,No action – monitor only
1465,380,mixed_or_stable,0,985.05,985.05,2,No action – monitor only
191,450,systematic_underforecast,309.5800,675.378,984.9580,2,Prioritize earlier replenishment and protect high-margin SKUs
60,50,mixed_or_stable,214.731,770.0784,984.8094,2,No action – monitor only
1442,300,systematic_underforecast,0,983.94,983.94,2,Prioritize earlier replenishment and protect high-margin SKUs
92,450,systematic_underforecast,0,983.9344,983.9344,2,Prioritize earlier replenishment and protect high-margin SKUs
458,510,systematic_underforecast,234.42,749.474,983.894,2,Prioritize earlier replenishment and protect high-margin SKUs
475,470,mixed_or_stable,271.35,712.53,983.88,2,No action – monitor only
2089,500,systematic_underforecast,0,983.856,983.856,2,Prioritize earlier replenishment and protect high-margin SKUs
997,550,systematic_underforecast,0,982.9248,982.9248,2,Prioritize earlier replenishment and protect high-margin SKUs
1604,180,systematic_underforecast,0,982.7622,982.7622,2,Prioritize earlier replenishment and protect high-margin SKUs
1469,190,mixed_or_stable,294.304,688,982.304,2,No action – monitor only
2102,390,systematic_overforecast,982.125,0,982.125,2,Reduce safety buffers and tighten replenishment thresholds
2097,370,systematic_overforecast,982.125,0,982.125,2,Reduce safety buffers and tighten replenishment thresholds
2097,390,systematic_overforecast,982.125,0,982.125,2,Reduce safety buffers and tighten replenishment thresholds
1619,100,systematic_underforecast,173.817,808.0653,981.8823,2,Prioritize earlier replenishment and protect high-margin SKUs
1425,490,systematic_overforecast,981.512,0,981.512,2,Reduce safety buffers and tighten replenishment thresholds
1442,550,systematic_overforecast,981.512,0,981.512,2,Reduce safety buffers and tighten replenishment thresholds
1425,170,systematic_overforecast,981.512,0,981.512,2,Reduce safety buffers and tighten replenishment thresholds
562,540,systematic_underforecast,0,981.0,981.0,2,Prioritize earlier replenishment and protect high-margin SKUs
121,480,mixed_or_stable,296.6745,683.9430,980.6175,2,No action – monitor only
